Calories,Protein,Fat,Carbs,Meal,Course,Healthy,Special Nutrition,Cooking Methods,"time, mins",Vegetables,Fruits,Meat,Seafood,Mushrooms,Dairy,Grains,Nuts
342.0,4.0,16.0,47.0,4,1,0,2,0,165,0,0,0,0,0,1,0,0
283.0,37.0,12.0,3.0,1,2,1,2,0,0,0,1,1,0,0,0,0,0
207.0,4.0,9.0,29.0,0,1,0,2,0,120,0,0,0,0,0,1,1,0
250.0,10.0,4.0,47.0,0,6,0,2,3,40,1,1,0,0,0,0,1,0
323.0,40.0,11.0,15.0,4,6,0,2,4,425,0,0,1,0,0,1,0,0
471.0,6.0,22.0,63.0,4,1,0,2,0,135,0,0,0,0,0,1,1,0
421.0,5.0,15.0,70.0,4,1,0,2,0,0,1,0,0,0,0,1,1,0
315.0,5.0,14.0,42.0,0,6,0,2,0,55,1,0,0,0,0,1,1,0
343.0,2.0,31.0,15.0,2,4,0,2,6,40,0,0,0,0,0,1,0,0
157.0,2.0,6.0,22.0,4,1,0,2,0,26,0,0,0,0,0,1,1,0
172.0,3.0,5.0,30.0,0,6,0,2,3,25,1,0,0,0,0,1,1,1
361.0,7.0,4.0,75.0,0,6,0,2,3,25,0,0,0,0,0,1,1,1
266.0,11.0,17.0,17.0,3,0,0,2,3,170,1,0,1,0,0,1,1,0
170.0,4.0,12.0,11.0,4,4,0,2,1,15,0,0,1,0,0,0,1,0
156.0,5.0,2.0,29.0,4,6,1,2,0,185,1,0,0,0,0,0,1,0
339.0,6.0,20.0,35.0,4,4,0,2,3,25,1,0,0,0,0,1,1,0
436.0,9.0,15.0,68.0,4,1,0,2,0,195,0,1,0,0,0,1,1,1
204.0,4.0,8.0,31.0,4,6,0,2,0,40,1,1,1,0,0,1,1,0
448.0,14.0,20.0,54.0,0,6,1,2,3,25,1,0,0,0,0,1,1,0
389.0,11.0,16.0,50.0,0,6,0,2,3,35,0,0,0,0,0,1,1,0
219.0,7.0,7.0,31.0,0,6,0,2,0,25,0,0,0,0,0,1,1,0
327.0,11.0,9.0,49.0,0,6,0,2,3,50,0,0,0,0,0,1,1,0
363.0,13.0,11.0,56.0,4,4,0,2,0,125,1,0,0,0,0,1,1,0
413.0,5.0,21.0,52.0,4,1,0,2,0,50,0,1,0,0,0,1,1,0
489.0,7.0,18.0,75.0,4,1,0,2,0,55,0,0,0,0,0,1,1,0
171.0,5.0,9.0,19.0,0,6,0,2,0,15,1,0,0,0,0,1,1,0
124.0,5.0,11.0,2.0,3,0,0,2,2,15,0,0,0,0,0,1,0,0
365.0,20.0,25.0,14.0,4,4,0,2,3,15,0,0,1,0,0,1,1,0
256.0,6.0,9.0,39.0,0,6,0,2,0,25,0,0,0,0,0,1,1,0
322.0,5.0,13.0,48.0,4,1,0,2,0,5,0,1,0,0,0,1,1,0
137.0,0.0,6.0,21.0,0,4,0,2,1,15,0,0,0,0,0,1,0,0
111.0,13.0,1.0,12.0,4,2,0,2,0,35,0,0,1,0,0,1,0,0
209.0,14.0,9.0,18.0,3,0,0,2,3,15,1,0,0,1,0,1,1,0
771.0,98.0,36.0,9.0,4,4,0,2,1,275,1,0,1,0,0,1,0,0
189.0,1.0,10.0,27.0,4,1,0,2,10,10,0,0,0,0,0,1,0,0
579.0,18.0,35.0,52.0,2,5,0,2,0,5,1,0,1,0,0,1,0,0
150.0,2.0,7.0,23.0,2,5,0,2,9,30,1,0,1,0,0,0,0,0
271.0,4.0,15.0,35.0,2,4,0,2,1,15,1,1,0,0,0,0,0,0
534.0,30.0,34.0,27.0,4,2,0,2,3,55,1,0,1,0,0,0,0,0
461.0,6.0,24.0,58.0,4,1,0,2,0,120,1,0,0,0,0,1,1,0
248.0,3.0,18.0,22.0,2,5,0,2,10,0,1,0,0,0,0,1,0,0
52.0,1.0,0.0,14.0,4,4,0,2,0,35,1,0,0,0,0,0,0,0
250.0,6.0,17.0,21.0,4,4,0,2,3,50,1,0,0,0,0,0,0,0
269.0,23.0,8.0,27.0,4,2,0,2,0,140,1,0,1,0,0,0,0,0
397.0,11.0,27.0,34.0,2,5,0,1,1,35,1,0,0,0,0,1,0,0
254.0,7.0,5.0,51.0,4,2,0,1,6,45,1,0,0,0,0,1,0,0
370.0,10.0,18.0,46.0,4,2,0,1,0,30,1,0,0,0,0,1,1,0
102.0,2.0,0.0,27.0,4,4,1,2,0,35,1,0,0,0,0,0,0,0
572.0,18.0,23.0,79.0,4,4,0,2,1,20,1,0,0,0,0,1,1,0
176.0,2.0,10.0,22.0,4,4,0,2,9,15,1,0,0,0,0,1,0,0
296.0,16.0,12.0,31.0,4,2,0,1,0,120,1,0,0,0,1,1,1,1
421.0,20.0,12.0,64.0,4,2,0,2,0,35,1,0,0,0,0,1,1,1
125.0,14.0,2.0,13.0,2,5,1,2,10,48,1,0,1,0,0,0,0,0
242.0,5.0,6.0,50.0,0,4,1,2,0,0,1,0,0,0,0,0,1,1
58.0,2.0,3.0,5.0,4,6,0,1,3,0,1,0,0,0,0,1,0,0
272.0,5.0,16.0,29.0,4,1,0,2,0,55,1,0,0,0,0,1,1,1
567.0,15.0,14.0,97.0,4,2,0,1,0,50,1,0,0,0,0,0,1,0
664.0,12.0,49.0,44.0,4,6,0,2,3,45,1,0,0,0,0,1,1,0
343.0,7.0,8.0,57.0,4,4,0,2,9,55,1,0,1,0,0,1,1,0
305.0,7.0,7.0,60.0,2,5,0,2,1,5,1,0,1,0,0,0,0,0
398.0,8.0,33.0,20.0,2,5,0,2,1,55,1,0,1,0,0,1,0,0
577.0,50.0,33.0,21.0,2,5,0,2,1,50,1,0,1,0,0,1,0,0
167.0,3.0,5.0,26.0,4,5,0,2,10,55,1,1,1,0,0,0,0,0
590.0,19.0,25.0,81.0,4,2,0,1,3,42,1,0,0,0,0,1,1,0
167.0,3.0,6.0,28.0,4,5,0,2,1,0,1,0,1,0,0,0,0,0
239.0,8.0,7.0,40.0,2,2,1,1,6,10,1,0,0,0,0,0,1,0
443.0,25.0,21.0,41.0,4,2,0,2,0,40,1,0,1,0,0,1,0,0
228.0,10.0,4.0,43.0,4,2,0,2,0,40,1,0,0,0,0,0,1,0
273.0,5.0,8.0,49.0,4,5,0,2,6,55,1,1,1,0,1,0,0,0
313.0,5.0,25.0,20.0,4,4,0,2,0,0,1,0,0,0,0,1,0,0
317.0,17.0,15.0,32.0,4,5,0,2,6,18,1,0,1,0,0,1,1,0
204.0,3.0,13.0,22.0,4,5,0,2,10,50,1,0,1,0,0,0,0,1
250.0,2.0,8.0,47.0,4,6,0,2,0,0,0,1,0,0,0,0,1,1
104.0,2.0,5.0,16.0,4,4,0,2,0,10,1,1,0,0,0,0,0,1
169.0,6.0,6.0,25.0,4,4,0,2,0,20,1,1,1,0,0,1,1,0
116.0,3.0,4.0,18.0,4,5,0,2,1,50,1,0,0,0,1,0,0,0
187.0,6.0,7.0,27.0,4,5,1,2,1,45,1,0,0,0,0,0,0,0
266.0,5.0,15.0,34.0,4,5,1,2,0,20,1,0,1,0,0,1,0,0
274.0,3.0,13.0,28.0,4,1,0,2,0,45,0,0,0,0,0,1,0,0
623.0,9.0,23.0,93.0,4,1,0,2,0,10,0,0,0,0,0,1,0,0
208.0,2.0,10.0,28.0,4,1,0,2,0,15,0,0,0,0,0,0,1,1
151.0,0.0,4.0,29.0,4,1,0,2,0,0,0,0,0,0,0,1,0,0
337.0,4.0,20.0,34.0,4,1,0,2,0,45,0,0,0,0,0,1,1,0
322.0,4.0,15.0,43.0,4,1,0,2,2,0,0,0,0,0,0,0,1,0
369.0,9.0,13.0,56.0,0,6,0,2,0,510,0,0,0,0,0,1,0,0
357.0,11.0,14.0,49.0,0,6,0,2,1,15,0,0,0,0,0,1,1,0
215.0,0.0,6.0,42.0,4,1,0,2,9,15,0,0,0,0,0,1,0,0
771.0,16.0,77.0,6.0,4,6,0,2,9,45,0,0,0,0,0,1,1,0
78.0,0.0,0.0,20.0,4,4,0,2,1,540,0,1,0,0,0,0,0,0
321.0,4.0,16.0,41.0,0,1,0,2,0,35,0,0,0,0,0,1,1,0
187.0,1.0,12.0,21.0,4,4,1,1,1,15,1,0,0,0,0,0,0,0
303.0,4.0,16.0,38.0,4,1,0,2,0,50,0,0,0,0,0,1,1,1
116.0,2.0,9.0,9.0,4,4,0,2,1,15,1,0,0,0,0,0,0,0
112.0,3.0,10.0,5.0,4,4,0,2,5,7,1,1,0,0,0,0,0,0
196.0,4.0,8.0,29.0,4,6,0,2,9,45,1,0,0,0,0,0,0,0
363.0,16.0,23.0,13.0,4,2,0,2,3,20,0,0,0,1,0,0,0,0
788.0,45.0,22.0,107.0,0,2,0,2,0,30,1,0,0,1,0,1,1,0
511.0,25.0,30.0,35.0,4,2,0,2,7,725,0,1,1,0,0,0,0,0
31.0,0.0,0.0,8.0,4,4,0,2,7,10,0,0,0,0,0,0,0,0
643.0,24.0,30.0,67.0,4,2,0,2,7,750,0,1,1,0,0,0,0,0
211.0,14.0,9.0,20.0,2,5,0,2,10,255,1,0,1,0,0,0,0,0
468.0,30.0,19.0,41.0,2,2,0,2,0,21,1,0,1,0,0,0,0,0
142.0,5.0,6.0,17.0,4,4,0,2,3,30,1,0,0,0,0,1,1,0
128.0,1.0,11.0,8.0,4,4,0,2,7,30,1,0,0,0,0,1,0,0
90.0,4.0,1.0,21.0,2,5,1,2,1,45,1,1,1,0,0,0,0,0
550.0,29.0,29.0,45.0,4,5,0,2,7,5,1,0,1,0,0,0,1,0
235.0,24.0,10.0,14.0,4,2,0,2,0,150,1,0,1,0,1,1,0,1
220.0,6.0,17.0,14.0,0,4,0,2,3,35,1,0,0,0,0,0,1,0
27.0,1.0,0.0,7.0,3,0,1,2,6,140,1,0,0,0,0,0,0,0
384.0,6.0,30.0,27.0,4,4,0,2,6,30,1,0,0,0,0,0,0,1
352.0,17.0,21.0,26.0,4,4,0,2,0,40,1,0,1,0,0,0,1,0
360.0,18.0,13.0,45.0,4,2,0,2,10,45,1,1,1,0,0,0,1,0
502.0,23.0,13.0,75.0,2,5,0,2,1,10,1,0,1,0,0,0,1,0
441.0,18.0,16.0,60.0,4,2,0,2,5,150,1,0,1,0,0,0,1,0
157.0,2.0,14.0,9.0,2,4,0,2,6,15,1,0,0,0,0,0,0,0
92.0,3.0,5.0,13.0,1,4,1,2,0,0,1,0,0,0,0,0,0,0
196.0,14.0,7.0,22.0,4,5,0,2,10,40,1,0,1,0,1,0,0,0
149.0,4.0,7.0,20.0,4,4,0,2,2,495,1,1,0,0,0,0,0,1
283.0,5.0,18.0,29.0,4,4,0,2,1,32,1,0,0,0,0,0,0,0
94.0,2.0,4.0,15.0,4,3,0,2,2,50,1,0,0,0,0,0,0,0
447.0,18.0,19.0,53.0,4,6,0,2,1,45,1,0,1,0,0,0,0,0
474.0,15.0,34.0,29.0,4,4,0,2,1,45,1,0,1,0,0,0,0,0
520.0,10.0,32.0,52.0,4,4,0,2,1,40,1,0,0,0,0,0,0,0
845.0,31.0,51.0,69.0,4,6,0,2,1,35,1,0,1,0,0,1,0,0
41.0,2.0,0.0,9.0,4,4,1,2,4,55,1,0,0,0,0,0,0,0
255.0,6.0,8.0,43.0,4,5,0,2,1,43,1,0,0,0,0,0,0,0
107.0,4.0,6.0,11.0,4,4,0,2,0,5,1,0,1,0,0,1,1,0
907.0,41.0,53.0,68.0,4,5,0,2,1,55,1,0,1,0,0,0,1,0
229.0,2.0,22.0,7.0,4,4,0,2,2,10,1,1,0,0,0,0,0,1
246.0,6.0,12.0,35.0,4,6,0,2,3,9,1,0,0,0,0,1,0,0
586.0,32.0,25.0,60.0,4,2,0,1,1,35,1,0,0,0,0,1,0,0
251.0,13.0,11.0,25.0,4,4,0,2,9,30,1,0,0,0,0,1,0,0
130.0,1.0,0.0,33.0,4,1,0,2,2,355,1,1,0,0,0,0,0,0
239.0,7.0,6.0,41.0,2,3,1,2,0,45,1,0,1,0,0,0,0,0
63.0,2.0,5.0,2.0,4,3,0,2,9,15,1,0,0,0,0,1,0,0
402.0,4.0,36.0,17.0,4,4,0,2,0,30,1,0,0,0,0,0,0,0
544.0,12.0,44.0,25.0,4,3,0,2,1,25,1,1,0,1,0,1,1,0
327.0,34.0,19.0,4.0,1,2,0,2,3,25,0,0,0,1,0,0,0,0
504.0,23.0,25.0,45.0,3,2,0,2,0,0,1,0,1,0,0,1,0,0
369.0,8.0,9.0,66.0,3,4,1,2,0,0,1,0,0,0,0,0,0,0
466.0,18.0,43.0,2.0,1,2,1,2,4,20,1,0,0,1,0,0,0,0
188.0,11.0,7.0,20.0,4,2,0,2,6,165,1,0,1,0,0,0,1,0
210.0,1.0,23.0,1.0,1,4,0,2,9,13,1,1,0,1,0,0,0,0
384.0,22.0,22.0,27.0,4,4,0,2,0,35,1,0,1,0,0,1,1,0
484.0,34.0,34.0,10.0,4,2,0,2,0,135,1,0,0,1,1,0,0,0
195.0,6.0,17.0,6.0,4,4,0,2,5,120,1,0,0,1,0,1,1,0
536.0,25.0,48.0,2.0,4,6,0,2,4,0,1,0,1,0,0,0,0,0
573.0,61.0,35.0,2.0,4,6,0,2,0,30,1,0,1,0,0,0,0,0
488.0,25.0,29.0,32.0,4,2,0,2,0,45,1,0,1,0,0,1,0,0
935.0,44.0,62.0,54.0,1,2,0,2,1,40,1,0,1,0,1,1,1,0
655.0,24.0,40.0,50.0,4,2,0,2,0,15,1,0,1,0,1,1,0,0
480.0,16.0,40.0,15.0,4,5,0,2,10,195,1,0,1,0,0,0,1,0
561.0,27.0,19.0,72.0,4,2,0,2,4,10,1,0,1,0,0,0,0,0
448.0,41.0,22.0,18.0,4,2,0,2,3,10,0,0,0,1,0,1,1,0
388.0,15.0,30.0,16.0,2,5,0,2,1,50,1,0,1,1,0,1,1,0
530.0,21.0,44.0,13.0,3,2,0,2,3,30,1,0,0,1,0,0,0,0
476.0,25.0,38.0,10.0,4,2,0,2,0,20,1,0,0,1,0,1,1,0
264.0,25.0,14.0,9.0,4,5,0,2,3,10,1,0,0,1,0,0,1,0
1036.0,91.0,71.0,3.0,4,2,0,2,3,575,0,0,1,0,0,0,0,0
53.0,3.0,4.0,0.0,3,0,0,2,1,40,0,0,0,0,0,0,0,0
485.0,26.0,24.0,41.0,4,4,0,2,1,50,1,0,1,0,0,0,1,0
614.0,21.0,48.0,26.0,0,6,0,2,3,15,1,0,1,0,0,0,1,0
245.0,4.0,11.0,35.0,4,4,0,2,3,55,1,0,0,0,0,0,0,0
507.0,30.0,23.0,45.0,4,4,0,2,1,45,1,0,1,0,0,0,1,0
463.0,12.0,32.0,32.0,4,2,0,2,0,45,1,0,1,1,0,1,1,0
294.0,12.0,8.0,46.0,4,2,0,2,1,25,1,0,0,0,0,1,0,0
640.0,37.0,32.0,54.0,4,2,0,2,9,30,1,0,1,1,0,1,0,0
355.0,8.0,35.0,4.0,4,6,0,2,9,15,0,0,0,1,1,1,0,0
149.0,14.0,7.0,8.0,4,2,0,2,3,25,0,0,1,0,0,0,1,0
113.0,4.0,5.0,13.0,0,4,0,2,3,35,1,0,0,0,0,0,1,0
258.0,5.0,10.0,38.0,3,4,1,2,0,55,1,0,0,0,0,0,0,0
409.0,38.0,25.0,7.0,4,2,0,2,7,145,1,0,1,0,0,0,1,0
695.0,32.0,37.0,62.0,4,2,0,2,1,45,1,0,0,1,0,1,0,0
302.0,23.0,18.0,10.0,4,6,0,2,1,35,1,0,1,1,0,1,0,0
499.0,29.0,29.0,29.0,0,6,0,2,3,10,1,0,0,1,0,1,1,0
464.0,20.0,29.0,31.0,3,0,0,2,4,30,1,0,1,1,0,1,0,0
650.0,34.0,35.0,53.0,4,6,0,2,1,40,1,0,1,1,1,1,0,0
635.0,35.0,39.0,35.0,1,2,0,2,0,0,1,0,1,1,0,1,1,0
732.0,43.0,59.0,8.0,3,0,0,2,0,15,1,0,1,0,0,0,0,0
6.0,0.0,0.0,1.0,4,6,0,2,7,5,0,0,0,0,0,0,0,0
228.0,24.0,14.0,1.0,1,2,0,2,3,15,0,0,1,0,0,0,0,0
80.0,3.0,5.0,7.0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
548.0,26.0,41.0,19.0,4,2,0,2,0,20,1,0,1,0,0,1,0,1
307.0,17.0,10.0,40.0,4,2,1,2,0,0,1,1,1,1,0,0,1,0
248.0,9.0,14.0,21.0,4,4,0,2,6,55,1,0,1,0,1,0,0,0
107.0,1.0,9.0,5.0,3,0,1,2,0,30,0,0,0,0,0,0,0,0
124.0,1.0,5.0,20.0,4,1,0,2,5,15,1,1,0,0,0,0,0,0
378.0,4.0,32.0,21.0,4,1,0,2,2,255,0,0,0,0,0,1,0,0
257.0,3.0,15.0,29.0,0,6,0,2,3,135,0,0,0,0,0,1,1,1
458.0,4.0,23.0,62.0,4,1,0,2,0,35,0,0,0,0,0,0,0,0
399.0,6.0,14.0,64.0,0,6,0,2,0,120,0,0,0,0,0,0,1,0
164.0,3.0,10.0,19.0,4,1,0,2,0,20,0,0,0,0,0,0,0,0
173.0,2.0,10.0,21.0,4,1,0,2,0,40,1,0,0,0,0,0,0,0
65.0,1.0,3.0,10.0,4,1,0,2,0,27,1,0,0,0,0,1,1,0
454.0,3.0,17.0,74.0,4,1,0,2,2,180,1,0,0,0,0,0,1,0
205.0,3.0,13.0,22.0,4,1,0,2,0,20,1,1,0,0,0,0,0,1
143.0,2.0,5.0,22.0,4,1,0,2,0,45,0,0,0,0,0,1,1,0
131.0,2.0,8.0,15.0,4,1,0,2,5,40,0,0,0,0,0,0,0,0
348.0,15.0,8.0,62.0,4,2,1,2,3,148,1,0,1,0,0,0,0,0
121.0,5.0,5.0,18.0,4,4,0,2,1,55,1,0,0,0,0,1,0,0
378.0,33.0,17.0,28.0,4,2,0,2,1,20,1,0,1,0,0,0,0,0
642.0,8.0,67.0,5.0,4,2,0,2,3,20,1,1,0,1,0,0,1,0
806.0,53.0,12.0,118.0,4,2,0,2,1,11,1,1,0,1,0,1,1,0
257.0,28.0,7.0,16.0,4,6,0,2,9,0,1,0,0,1,0,1,0,0
1230.0,39.0,67.0,104.0,4,2,0,2,1,35,1,0,0,1,0,0,1,0
483.0,34.0,13.0,56.0,4,6,0,2,1,0,1,0,0,1,0,0,0,0
518.0,26.0,36.0,25.0,4,5,0,2,10,25,1,1,1,0,0,0,0,0
641.0,37.0,43.0,28.0,4,5,0,2,10,30,1,0,1,0,0,0,0,0
380.0,19.0,21.0,29.0,4,5,0,2,10,10,1,0,1,0,0,0,0,0
565.0,25.0,26.0,62.0,4,5,1,2,10,20,1,0,1,0,0,0,0,0
606.0,52.0,25.0,42.0,2,5,1,2,10,130,1,0,1,0,0,0,0,0
234.0,22.0,6.0,26.0,4,5,0,2,6,150,1,0,1,0,0,0,0,0
294.0,3.0,15.0,38.0,0,6,0,2,0,30,1,0,0,0,0,0,1,1
680.0,7.0,56.0,43.0,4,1,0,2,0,410,0,0,0,0,0,1,0,0
617.0,28.0,26.0,69.0,4,4,0,2,0,55,1,0,1,0,0,0,0,0
435.0,22.0,10.0,67.0,4,2,0,2,0,25,1,0,1,0,0,0,0,0
401.0,6.0,34.0,20.0,4,4,0,2,0,50,1,0,0,0,1,1,0,1
256.0,12.0,2.0,50.0,4,4,0,2,1,0,1,0,1,0,0,0,1,0
4.0,0.0,0.0,1.0,3,0,0,2,6,20,1,0,0,0,0,0,0,0
1462.0,65.0,99.0,83.0,2,2,0,2,5,16,1,1,1,0,0,1,0,0
237.0,2.0,18.0,17.0,2,4,0,2,2,20,1,0,0,0,0,0,0,0
456.0,11.0,27.0,49.0,4,2,0,1,6,40,1,1,0,0,0,1,0,0
393.0,9.0,24.0,37.0,4,2,1,1,4,50,1,1,0,0,0,1,0,0
159.0,12.0,6.0,15.0,2,5,1,2,1,25,1,1,1,0,0,1,0,0
335.0,16.0,23.0,21.0,4,2,1,1,4,17,1,0,0,0,1,1,1,1
439.0,39.0,21.0,21.0,4,5,0,2,10,170,1,0,1,0,0,0,1,0
445.0,15.0,11.0,70.0,4,2,0,2,6,50,1,0,0,1,0,0,1,0
1131.0,12.0,77.0,98.0,2,2,0,2,1,25,1,1,0,0,0,0,0,0
232.0,4.0,14.0,24.0,4,4,1,2,6,30,1,1,0,0,0,0,1,0
637.0,20.0,24.0,89.0,2,3,0,2,1,0,1,1,0,1,0,0,1,0
301.0,31.0,8.0,27.0,4,2,0,2,3,30,1,0,1,0,0,0,1,0
802.0,27.0,32.0,102.0,4,3,0,1,1,205,1,0,0,0,0,1,0,1
511.0,40.0,30.0,26.0,0,6,0,2,3,35,1,0,1,0,1,0,0,0
218.0,5.0,13.0,21.0,4,4,0,2,3,550,1,0,1,0,0,0,1,0
660.0,39.0,53.0,7.0,4,6,0,2,2,15,0,0,0,1,0,0,0,0
412.0,12.0,23.0,43.0,2,5,0,2,9,40,1,1,1,1,0,1,1,0
284.0,20.0,16.0,17.0,4,2,0,2,3,35,1,0,0,1,0,0,0,0
253.0,2.0,6.0,51.0,4,1,0,2,5,50,0,1,0,0,0,1,0,0
546.0,6.0,12.0,106.0,4,4,0,2,1,25,1,0,0,0,0,0,0,0
561.0,28.0,29.0,49.0,0,6,1,2,3,41,1,0,0,0,0,0,0,0
439.0,25.0,17.0,48.0,4,2,0,2,3,55,1,0,1,0,0,1,0,0
191.0,5.0,10.0,24.0,3,0,0,2,6,5,0,1,0,0,0,0,0,0
618.0,38.0,29.0,53.0,4,2,0,2,1,175,0,0,1,0,0,1,0,1
252.0,6.0,14.0,27.0,1,4,0,2,0,55,1,0,0,0,0,1,1,0
456.0,23.0,19.0,46.0,4,2,1,2,0,50,1,0,1,0,0,1,1,0
356.0,18.0,21.0,27.0,1,2,0,2,0,40,1,0,1,0,1,0,0,0
331.0,22.0,12.0,34.0,2,4,1,2,0,500,1,0,1,0,0,1,0,0
355.0,9.0,22.0,31.0,1,2,0,2,0,50,1,0,0,0,1,1,0,0
301.0,5.0,13.0,41.0,4,1,0,2,3,10,0,1,0,0,0,0,1,0
266.0,4.0,12.0,37.0,4,4,1,2,4,40,1,0,0,0,0,0,0,0
545.0,5.0,17.0,106.0,4,1,1,2,4,18,0,1,0,0,0,0,0,0
522.0,17.0,39.0,26.0,0,6,0,2,3,7,0,0,0,0,0,1,1,0
473.0,29.0,18.0,47.0,4,6,0,2,7,55,1,0,1,0,1,0,1,0
187.0,8.0,4.0,33.0,4,2,1,1,4,0,1,0,0,0,0,0,0,0
437.0,33.0,16.0,44.0,4,4,1,2,4,10,1,1,1,0,1,0,0,0
241.0,10.0,9.0,28.0,4,2,1,2,4,30,0,0,1,0,0,1,0,0
541.0,3.0,34.0,58.0,4,1,0,2,4,30,0,1,0,0,0,0,0,0
272.0,6.0,3.0,56.0,4,4,0,2,4,0,1,0,0,0,0,0,0,0
4573.0,235.0,336.0,163.0,3,0,0,2,4,35,1,0,1,0,0,1,0,0
358.0,10.0,13.0,53.0,4,1,0,2,0,35,0,0,0,0,0,1,1,1
62.0,1.0,2.0,9.0,4,1,0,2,9,15,0,0,0,0,0,1,0,0
239.0,14.0,13.0,16.0,0,6,0,2,3,32,1,0,1,0,0,1,0,0
514.0,70.0,23.0,2.0,4,2,0,2,4,17,1,0,0,1,0,0,0,0
229.0,5.0,10.0,32.0,4,4,0,2,4,45,1,0,0,0,0,0,0,0
93.0,2.0,3.0,17.0,4,1,1,2,0,40,1,1,0,0,0,0,1,0
480.0,8.0,37.0,33.0,4,1,0,2,2,250,0,0,0,0,0,1,0,0
156.0,1.0,8.0,20.0,4,1,0,2,0,55,0,1,0,0,0,1,1,0
549.0,30.0,37.0,26.0,0,6,0,2,3,0,1,0,1,0,0,1,1,0
371.0,4.0,22.0,41.0,4,1,0,2,0,10,0,1,0,0,0,0,1,1
388.0,23.0,31.0,5.0,4,6,0,2,4,760,1,0,0,1,0,0,0,0
311.0,4.0,20.0,29.0,4,1,0,2,0,35,0,1,0,0,0,1,1,0
259.0,5.0,5.0,49.0,4,1,0,2,1,45,0,0,0,0,0,1,1,1
477.0,7.0,31.0,46.0,0,6,0,2,0,45,0,0,0,0,0,1,1,1
519.0,39.0,21.0,44.0,4,2,0,2,0,35,1,0,1,0,1,1,0,0
344.0,25.0,18.0,20.0,4,2,0,2,3,290,0,0,1,0,0,0,0,0
116.0,5.0,9.0,5.0,3,0,0,2,5,525,0,0,0,0,0,1,0,0
312.0,8.0,16.0,35.0,0,6,0,2,0,30,1,0,0,0,0,1,1,0
180.0,6.0,9.0,22.0,0,6,0,2,0,25,0,0,0,0,0,0,1,0
172.0,12.0,0.0,32.0,2,4,1,2,1,210,1,0,1,0,0,0,0,0
246.0,3.0,12.0,33.0,4,4,0,2,0,55,1,0,0,0,0,0,0,0
148.0,3.0,11.0,15.0,3,1,0,2,5,16,0,0,0,0,0,0,0,0
304.0,8.0,18.0,33.0,3,0,1,0,0,35,0,0,0,0,0,0,1,1
187.0,9.0,10.0,14.0,0,6,0,2,0,55,0,0,1,1,0,0,0,0
150.0,1.0,6.0,25.0,4,4,0,2,9,40,1,0,0,0,0,0,0,0
121.0,0.0,0.0,31.0,4,1,1,2,1,540,0,1,0,0,0,0,0,0
108.0,0.0,0.0,29.0,4,1,1,2,1,40,0,1,0,0,0,0,0,0
304.0,9.0,18.0,31.0,3,0,0,2,0,55,0,0,0,0,0,0,0,1
342.0,5.0,33.0,13.0,3,0,0,2,0,50,0,0,0,0,0,0,1,0
105.0,4.0,4.0,16.0,3,0,0,2,0,40,0,0,0,0,0,0,1,1
405.0,3.0,19.0,57.0,4,4,0,2,0,45,1,0,0,0,0,0,0,0
189.0,2.0,5.0,36.0,4,4,0,2,0,40,1,0,0,0,0,0,1,1
398.0,5.0,11.0,71.0,4,4,0,2,0,50,1,0,0,0,0,1,1,0
308.0,3.0,12.0,49.0,4,4,0,2,0,140,1,0,0,0,0,0,0,0
276.0,3.0,15.0,32.0,4,1,0,2,9,25,1,0,0,0,0,1,1,0
282.0,2.0,8.0,51.0,1,4,0,2,0,40,1,1,0,0,0,0,0,0
821.0,7.0,46.0,100.0,4,4,0,2,0,50,1,0,0,0,0,1,1,0
293.0,2.0,9.0,51.0,4,4,0,2,0,50,1,1,0,0,0,0,1,0
551.0,3.0,4.0,125.0,4,4,0,2,0,45,1,1,0,0,0,0,0,1
376.0,3.0,16.0,57.0,4,4,0,1,0,55,1,0,0,0,0,0,0,0
301.0,6.0,17.0,36.0,4,1,0,2,6,21,0,1,0,0,0,0,1,1
237.0,0.0,0.0,63.0,4,1,1,2,1,40,0,1,0,0,0,0,0,0
205.0,3.0,10.0,28.0,4,1,0,2,5,150,0,0,0,0,0,1,0,1
545.0,8.0,35.0,52.0,4,1,0,2,0,160,0,0,0,0,0,1,1,0
144.0,2.0,7.0,19.0,4,1,0,2,0,45,0,0,0,0,0,1,1,0
287.0,3.0,17.0,30.0,4,1,0,2,0,0,0,0,0,0,0,0,1,0
90.0,1.0,4.0,13.0,4,1,0,2,0,45,0,0,0,0,0,0,1,0
354.0,4.0,12.0,56.0,4,1,0,2,0,140,0,0,0,0,0,1,0,0
326.0,3.0,13.0,51.0,4,1,0,2,0,50,0,1,0,0,0,0,0,0
93.0,1.0,4.0,14.0,4,1,0,2,2,40,0,0,0,0,0,1,0,0
193.0,3.0,7.0,27.0,4,1,0,2,0,35,0,0,0,0,0,1,1,0
97.0,0.0,0.0,25.0,4,1,1,2,1,0,0,1,0,0,0,0,1,1
82.0,5.0,4.0,6.0,4,4,0,2,2,5,1,0,1,0,1,0,0,0
9.0,0.0,0.0,2.0,4,4,0,2,1,820,1,0,1,0,0,0,0,0
307.0,5.0,1.0,74.0,4,4,0,2,1,45,1,0,0,0,0,0,1,0
125.0,2.0,6.0,17.0,4,5,1,2,1,795,1,0,0,0,0,0,1,0
