Calories,Protein,Fat,Carbs,Meal,Course,Healthy,Special Nutrition,Cooking Methods,"time, mins",Vegetables,Fruits,Meat,Seafood,Mushrooms,Dairy,Grains,Nuts
257.0,11.0,15.0,20.0,4,2,0,2,0,125,1,0,1,0,0,0,1,0
293.0,9.0,17.0,27.0,4,2,0,2,1,20,0,0,1,0,0,1,0,0
516.0,27.0,24.0,46.0,3,2,0,2,3,5,0,0,0,1,0,1,1,1
158.0,14.0,6.0,12.0,4,5,0,2,1,145,1,0,1,0,0,0,1,0
317.0,2.0,12.0,53.0,4,1,0,2,0,55,0,1,0,0,0,0,1,0
113.0,5.0,4.0,16.0,3,0,0,2,0,10,0,1,0,0,0,0,1,0
92.0,9.0,5.0,3.0,4,6,0,2,3,16,0,1,1,0,0,0,1,0
154.0,7.0,9.0,15.0,4,4,0,2,0,30,1,1,1,0,0,0,0,0
374.0,7.0,16.0,51.0,0,6,0,2,0,35,0,0,1,0,0,0,1,0
397.0,41.0,13.0,28.0,4,2,0,2,7,140,0,0,1,0,0,0,1,0
232.0,4.0,10.0,33.0,0,6,0,2,0,20,0,1,0,0,0,1,1,1
229.0,17.0,15.0,6.0,0,6,1,2,3,20,1,0,1,0,0,0,0,0
133.0,0.0,12.0,8.0,4,4,0,2,2,15,0,0,0,0,0,0,0,0
258.0,3.0,10.0,41.0,4,1,0,2,0,35,0,1,0,0,0,0,1,0
205.0,0.0,7.0,37.0,4,1,0,2,6,15,0,0,0,0,0,1,0,0
457.0,5.0,28.0,50.0,4,1,0,2,0,50,0,0,0,0,0,0,1,0
531.0,3.0,29.0,67.0,4,1,0,2,2,10,0,0,0,0,0,1,0,0
517.0,6.0,30.0,59.0,4,1,0,2,0,165,0,1,0,0,0,1,1,0
97.0,2.0,3.0,17.0,4,1,0,2,0,35,0,0,0,0,0,1,1,1
1040.0,30.0,52.0,119.0,4,2,0,2,1,45,1,0,1,0,1,1,0,0
240.0,1.0,10.0,38.0,4,1,0,2,1,30,0,0,0,0,0,1,0,1
120.0,1.0,6.0,17.0,4,4,1,2,10,30,1,0,0,0,0,0,0,0
202.0,3.0,11.0,25.0,4,4,0,2,0,40,1,0,1,0,0,0,0,0
485.0,24.0,30.0,31.0,4,2,0,2,4,220,0,0,1,0,0,0,0,0
407.0,11.0,14.0,64.0,4,2,0,1,3,15,0,1,0,0,0,0,0,0
351.0,40.0,6.0,33.0,4,2,0,2,7,50,0,0,1,0,0,0,0,0
345.0,7.0,21.0,36.0,0,6,0,2,0,50,0,0,0,0,0,0,1,0
256.0,1.0,10.0,40.0,4,1,0,2,10,0,0,0,0,0,0,1,0,0
206.0,2.0,9.0,32.0,4,1,0,2,0,10,0,0,0,0,0,0,0,1
159.0,3.0,9.0,18.0,0,6,0,2,0,30,0,0,0,0,0,0,1,1
193.0,2.0,10.0,25.0,4,1,0,2,0,0,0,0,0,0,0,0,1,0
202.0,4.0,12.0,22.0,0,6,1,2,0,50,0,1,0,0,0,0,1,1
278.0,5.0,14.0,36.0,0,6,0,2,0,0,1,0,0,0,0,0,1,1
890.0,11.0,50.0,104.0,4,1,0,2,0,270,0,0,0,0,0,0,1,0
152.0,2.0,9.0,18.0,4,1,0,2,0,135,0,0,0,0,0,0,1,0
637.0,9.0,40.0,45.0,4,1,0,2,1,40,1,0,0,0,0,1,1,1
275.0,3.0,11.0,42.0,0,6,0,2,0,50,1,0,0,0,0,1,1,1
872.0,92.0,43.0,21.0,4,6,0,2,1,390,1,1,1,0,0,0,1,0
175.0,5.0,12.0,14.0,4,4,0,2,0,30,1,1,0,0,0,0,0,0
265.0,23.0,12.0,14.0,4,2,0,2,0,0,0,0,0,1,0,0,0,0
123.0,1.0,8.0,12.0,4,1,0,2,0,20,0,0,0,0,0,0,1,0
455.0,20.0,13.0,63.0,4,2,0,2,1,45,0,0,1,0,0,0,0,0
175.0,2.0,10.0,21.0,4,1,0,2,0,30,1,0,0,0,0,0,1,1
180.0,1.0,0.0,37.0,4,4,0,2,1,35,1,0,1,0,0,0,0,0
239.0,4.0,10.0,35.0,4,1,0,2,0,20,0,0,0,0,0,0,1,1
562.0,11.0,26.0,77.0,4,1,0,2,0,155,1,0,0,0,0,1,1,1
487.0,7.0,33.0,46.0,4,1,0,2,2,245,0,0,0,0,0,1,0,1
451.0,6.0,22.0,60.0,4,1,0,2,0,0,0,0,0,0,0,0,1,1
272.0,4.0,20.0,23.0,4,1,0,2,9,55,0,0,0,0,0,0,0,1
371.0,6.0,20.0,44.0,0,6,0,2,0,45,0,0,0,0,0,0,1,1
42.0,0.0,1.0,8.0,4,4,0,2,2,40,0,1,0,0,0,0,0,0
248.0,4.0,13.0,30.0,0,6,0,2,0,0,1,0,0,0,0,0,1,1
288.0,8.0,10.0,44.0,4,6,0,2,0,45,1,1,0,0,0,1,1,1
334.0,8.0,4.0,68.0,0,2,1,2,1,10,0,0,0,0,0,0,1,0
248.0,1.0,14.0,31.0,3,1,0,2,0,15,0,0,0,0,0,0,0,0
210.0,3.0,11.0,26.0,4,6,0,2,0,40,0,0,1,0,0,0,1,0
376.0,31.0,19.0,19.0,4,2,0,2,7,560,1,0,1,0,0,0,0,0
288.0,24.0,5.0,37.0,4,2,1,2,4,510,0,0,1,0,0,0,0,0
89.0,1.0,4.0,14.0,4,4,1,2,4,25,1,0,0,0,0,0,0,0
335.0,38.0,9.0,24.0,4,2,0,2,7,385,0,0,1,0,0,0,0,0
329.0,3.0,18.0,42.0,4,1,0,2,0,50,0,1,0,0,0,0,1,1
143.0,1.0,8.0,19.0,4,1,0,2,0,55,0,0,0,0,0,0,0,0
413.0,10.0,22.0,47.0,0,6,0,2,0,540,0,0,0,0,0,1,1,1
648.0,9.0,40.0,67.0,4,1,0,2,0,50,0,0,0,0,0,1,1,1
258.0,26.0,11.0,17.0,4,6,0,2,0,25,0,0,1,0,0,0,0,0
87.0,1.0,3.0,15.0,4,1,0,2,0,40,0,0,0,0,0,0,1,0
348.0,11.0,18.0,36.0,4,1,0,2,6,20,0,0,0,0,0,1,1,1
462.0,26.0,21.0,47.0,1,2,0,2,0,50,1,1,1,0,0,0,0,0
64.0,5.0,2.0,7.0,3,0,0,2,7,910,0,0,1,0,0,0,0,0
380.0,33.0,22.0,11.0,4,2,0,2,4,145,1,1,0,1,0,0,0,0
676.0,4.0,24.0,114.0,4,1,0,2,0,140,0,1,0,0,0,1,1,0
343.0,5.0,21.0,36.0,4,1,0,2,0,10,0,1,0,0,0,1,1,1
114.0,2.0,5.0,16.0,4,1,0,2,0,30,0,1,0,0,0,1,1,0
391.0,6.0,15.0,59.0,4,1,0,2,0,0,0,0,0,0,0,1,1,0
174.0,4.0,11.0,17.0,4,1,0,2,5,10,0,0,0,0,0,1,0,0
182.0,4.0,8.0,27.0,4,6,0,2,0,45,0,0,0,0,0,1,1,1
350.0,6.0,25.0,27.0,4,1,0,2,0,460,1,0,0,0,0,1,1,1
371.0,7.0,21.0,41.0,0,6,0,2,2,835,0,0,0,0,0,1,1,1
471.0,8.0,19.0,71.0,4,1,0,2,2,225,0,0,0,0,0,0,0,0
418.0,7.0,13.0,69.0,4,1,0,2,0,255,0,1,0,0,0,1,1,0
522.0,30.0,32.0,29.0,4,2,0,2,3,55,1,0,1,0,0,1,1,0
432.0,8.0,18.0,63.0,4,1,0,2,0,50,0,0,0,0,0,1,1,0
166.0,3.0,9.0,18.0,4,1,0,2,0,30,0,0,0,0,0,0,0,1
372.0,27.0,19.0,23.0,4,2,0,2,4,15,1,0,1,0,1,0,0,0
393.0,4.0,16.0,54.0,4,1,0,2,0,20,1,1,0,0,0,1,0,0
567.0,4.0,21.0,92.0,4,1,0,2,0,120,1,0,0,0,0,1,0,0
812.0,38.0,34.0,87.0,4,2,0,2,0,45,1,1,1,0,0,1,1,0
185.0,3.0,13.0,18.0,4,4,0,2,4,40,1,0,0,0,0,0,1,0
188.0,19.0,11.0,1.0,4,6,0,2,4,50,1,0,0,1,0,0,0,0
273.0,1.0,0.0,62.0,4,1,0,2,2,625,0,0,0,0,0,0,1,0
480.0,26.0,29.0,29.0,4,2,0,2,0,30,1,0,1,0,0,1,0,0
320.0,4.0,17.0,40.0,4,1,0,2,0,0,0,0,0,0,0,0,1,0
323.0,30.0,18.0,7.0,4,2,0,2,1,10,1,0,1,0,0,0,0,0
346.0,4.0,18.0,44.0,4,1,0,2,0,35,1,1,0,0,0,1,1,0
192.0,5.0,17.0,6.0,4,4,1,2,1,30,1,0,0,0,0,1,0,0
164.0,3.0,5.0,27.0,4,4,0,2,1,40,0,0,0,0,0,0,0,0
814.0,47.0,30.0,87.0,4,2,0,2,7,10,1,0,1,1,0,0,1,0
344.0,33.0,14.0,21.0,1,2,0,2,3,45,1,0,1,0,0,0,0,0
701.0,77.0,31.0,25.0,4,2,0,2,0,120,1,0,0,1,0,0,0,0
276.0,5.0,18.0,27.0,4,4,0,2,0,50,0,0,0,0,0,1,1,0
103.0,1.0,2.0,21.0,4,1,0,2,1,10,0,0,0,0,0,1,0,0
318.0,2.0,17.0,42.0,4,1,0,2,0,45,0,1,0,0,0,0,0,0
564.0,26.0,23.0,66.0,4,2,0,2,0,10,1,0,1,0,0,1,0,0
208.0,3.0,10.0,26.0,4,1,0,2,0,20,0,0,0,0,0,0,1,0
139.0,2.0,8.0,16.0,4,1,0,2,0,0,0,0,0,0,0,0,1,1
61.0,2.0,2.0,8.0,4,6,0,2,10,40,1,0,0,1,0,0,0,0
166.0,15.0,9.0,7.0,4,2,1,2,0,15,1,1,1,0,0,0,0,0
157.0,3.0,11.0,14.0,4,4,1,2,4,25,1,1,0,0,1,0,0,0
89.0,1.0,0.0,22.0,2,3,1,2,1,260,1,0,0,0,0,0,0,0
159.0,7.0,6.0,20.0,2,4,0,2,6,210,1,0,1,0,0,0,0,0
574.0,16.0,49.0,19.0,1,2,0,2,3,205,1,0,1,0,0,0,0,0
166.0,2.0,8.0,24.0,2,3,1,2,1,270,1,0,0,0,0,0,0,0
816.0,33.0,59.0,45.0,4,6,0,2,4,155,1,1,1,0,1,0,0,0
460.0,20.0,30.0,28.0,2,2,0,2,3,200,1,1,1,0,0,1,0,0
176.0,4.0,11.0,17.0,4,4,0,2,6,490,1,1,0,0,0,0,0,0
349.0,43.0,12.0,11.0,4,2,0,2,9,510,1,1,0,1,0,0,0,0
156.0,2.0,10.0,18.0,2,3,0,2,6,135,1,0,0,0,0,0,0,0
196.0,2.0,18.0,9.0,4,4,0,2,3,190,1,1,0,0,0,0,0,0
363.0,25.0,28.0,4.0,1,2,0,2,4,145,1,0,1,0,0,0,0,0
356.0,24.0,19.0,20.0,4,2,0,2,4,530,1,0,1,0,0,0,0,0
312.0,24.0,20.0,11.0,1,2,0,2,4,380,0,0,1,0,0,0,0,0
243.0,31.0,8.0,12.0,4,2,0,2,4,225,1,0,1,0,0,1,0,0
315.0,11.0,18.0,29.0,2,3,0,2,6,30,1,0,0,0,0,1,0,0
324.0,6.0,14.0,45.0,4,4,0,2,1,270,1,0,0,0,0,0,0,0
165.0,17.0,9.0,3.0,4,2,0,2,4,140,0,0,1,0,0,0,0,0
313.0,32.0,8.0,28.0,4,2,0,2,4,30,1,0,1,0,0,0,1,0
273.0,31.0,15.0,3.0,4,2,1,2,4,50,1,0,0,1,0,0,0,0
504.0,7.0,29.0,57.0,4,3,0,2,1,40,1,0,0,0,0,0,0,0
571.0,23.0,30.0,57.0,4,6,0,2,4,50,1,0,1,0,0,0,0,0
183.0,1.0,11.0,21.0,4,4,0,2,6,30,1,1,0,0,0,0,0,0
54.0,1.0,5.0,3.0,3,0,1,2,2,30,1,0,0,0,1,0,0,0
205.0,1.0,19.0,8.0,4,4,0,2,6,15,1,0,0,0,0,0,0,0
293.0,27.0,11.0,22.0,4,2,0,2,4,510,1,1,1,0,0,0,0,0
536.0,19.0,31.0,45.0,4,6,0,2,4,0,0,1,1,0,0,0,1,1
278.0,27.0,11.0,17.0,4,2,0,2,4,390,1,0,1,0,0,0,1,0
206.0,24.0,10.0,5.0,4,6,0,2,4,280,0,0,1,0,0,0,0,0
307.0,4.0,15.0,44.0,2,3,0,2,1,10,1,0,0,0,0,0,1,0
83.0,7.0,2.0,9.0,4,0,1,2,0,33,0,0,1,1,0,0,0,0
180.0,27.0,6.0,5.0,4,2,0,2,4,390,0,0,1,0,0,0,0,0
240.0,12.0,20.0,6.0,4,2,0,1,4,300,0,0,1,0,0,0,0,0
200.0,27.0,8.0,4.0,1,2,1,2,4,50,1,1,1,1,0,0,0,0
317.0,60.0,6.0,2.0,4,2,1,2,4,300,1,1,1,0,0,0,0,0
434.0,2.0,45.0,7.0,4,4,0,2,6,155,1,1,0,0,1,0,0,0
159.0,3.0,14.0,8.0,3,0,1,2,4,0,1,1,0,0,1,0,0,0
379.0,24.0,26.0,12.0,4,2,0,2,0,30,1,0,0,1,0,0,0,0
239.0,3.0,11.0,34.0,4,1,0,2,0,30,0,1,0,0,0,1,0,0
281.0,3.0,12.0,42.0,4,1,0,2,0,10,0,1,0,0,0,1,1,0
334.0,36.0,13.0,17.0,4,2,0,2,0,0,1,0,0,1,0,1,1,0
221.0,2.0,6.0,42.0,4,1,1,2,0,50,0,1,0,0,0,0,1,0
259.0,19.0,8.0,29.0,4,2,0,2,0,5,0,0,1,0,0,0,0,0
96.0,1.0,9.0,4.0,2,3,0,2,6,15,1,0,0,0,0,0,0,0
330.0,8.0,18.0,39.0,4,2,0,1,10,50,1,1,0,0,0,0,1,1
359.0,6.0,5.0,73.0,4,1,0,2,0,35,0,0,0,0,0,1,1,0
518.0,40.0,20.0,45.0,4,2,0,2,1,35,0,0,1,0,0,1,1,0
952.0,65.0,42.0,60.0,4,2,0,2,1,50,1,0,1,0,1,1,1,0
282.0,21.0,12.0,11.0,4,6,0,2,4,500,0,0,1,0,0,0,0,0
819.0,21.0,10.0,161.0,2,2,0,2,1,505,1,0,1,0,0,0,0,0
134.0,2.0,6.0,10.0,1,4,0,2,10,30,0,0,1,0,1,0,1,0
129.0,1.0,4.0,20.0,4,1,0,2,6,35,0,1,0,0,0,1,0,1
249.0,2.0,7.0,44.0,4,4,0,2,0,45,0,1,0,0,0,0,1,0
709.0,1.0,46.0,75.0,4,1,0,2,9,15,0,0,0,0,0,0,0,0
404.0,5.0,28.0,35.0,4,1,0,2,1,200,0,1,0,0,0,1,1,0
122.0,2.0,7.0,14.0,3,0,0,2,10,10,0,1,0,0,0,1,0,1
114.0,1.0,3.0,22.0,4,1,0,2,0,135,0,0,0,0,0,0,1,0
121.0,2.0,10.0,6.0,3,0,0,2,9,12,0,1,0,0,0,1,0,0
332.0,6.0,14.0,48.0,4,1,0,2,2,45,0,1,0,0,0,1,1,1
65.0,1.0,2.0,12.0,4,1,1,2,0,15,0,0,0,0,0,0,1,0
161.0,3.0,4.0,28.0,4,1,0,2,1,0,0,0,0,0,0,1,0,0
164.0,5.0,9.0,18.0,3,0,0,2,10,10,0,1,0,0,0,1,0,0
90.0,1.0,4.0,13.0,4,1,0,2,0,515,0,0,0,0,0,0,0,0
78.0,0.0,5.0,8.0,4,1,0,2,0,200,0,0,0,0,0,0,0,0
173.0,3.0,10.0,20.0,4,1,0,2,0,0,1,1,0,0,0,0,1,1
311.0,11.0,23.0,18.0,2,3,0,2,3,35,1,0,1,0,0,1,0,0
330.0,6.0,12.0,52.0,4,1,0,2,0,20,0,0,0,0,0,1,1,0
181.0,12.0,9.0,16.0,4,6,0,2,7,185,1,0,1,0,0,0,1,0
1042.0,44.0,77.0,47.0,2,2,0,2,4,24,1,0,0,1,0,1,1,0
525.0,9.0,40.0,35.0,4,1,0,2,0,120,0,1,0,0,0,1,1,0
77.0,6.0,6.0,1.0,3,0,1,2,2,30,0,0,0,0,0,0,0,0
126.0,4.0,6.0,15.0,3,4,1,2,0,30,0,0,0,0,0,0,1,0
450.0,25.0,26.0,28.0,4,2,0,2,0,140,0,0,1,0,0,1,0,0
116.0,3.0,11.0,1.0,3,0,0,2,0,30,1,0,0,0,0,1,0,0
126.0,1.0,6.0,16.0,4,1,0,2,0,175,0,0,0,0,0,1,1,0
166.0,17.0,8.0,5.0,3,0,1,2,3,25,0,0,1,1,0,0,1,0
409.0,19.0,32.0,12.0,3,0,0,2,0,25,1,0,1,1,0,0,0,0
165.0,18.0,1.0,22.0,2,5,1,2,10,45,1,0,1,1,0,0,0,0
109.0,4.0,10.0,1.0,3,0,0,2,0,35,0,0,0,1,0,1,0,0
507.0,23.0,43.0,18.0,3,0,0,2,0,40,1,0,0,1,0,0,0,0
321.0,15.0,20.0,20.0,0,6,0,2,3,35,0,0,0,0,0,1,1,0
143.0,4.0,7.0,18.0,4,1,0,2,2,30,0,0,0,0,0,0,0,1
138.0,1.0,4.0,26.0,4,1,0,2,2,30,0,0,0,0,0,0,0,0
66.0,1.0,2.0,11.0,4,1,0,2,0,530,0,0,0,0,0,0,1,0
129.0,3.0,7.0,17.0,4,6,0,2,1,505,0,0,0,0,0,0,0,1
256.0,1.0,19.0,23.0,4,1,0,2,0,5,0,0,0,0,0,1,0,0
88.0,1.0,9.0,2.0,4,1,0,2,0,10,0,0,0,0,0,1,0,0
483.0,8.0,31.0,47.0,4,4,0,2,0,55,1,0,0,0,0,1,0,0
637.0,50.0,28.0,47.0,4,2,0,2,1,0,1,1,1,0,0,1,0,0
409.0,4.0,18.0,60.0,4,1,0,2,0,35,1,1,0,0,0,1,0,0
457.0,13.0,20.0,56.0,0,6,1,2,0,0,1,1,0,0,0,1,1,1
740.0,18.0,49.0,58.0,4,2,0,1,0,50,1,0,0,0,0,1,1,0
404.0,8.0,37.0,12.0,4,1,0,2,10,15,0,0,0,0,0,1,0,0
234.0,6.0,14.0,27.0,4,6,0,2,5,20,1,0,0,0,0,1,0,0
124.0,6.0,9.0,6.0,4,4,0,2,9,30,1,1,0,0,0,1,0,0
154.0,6.0,2.0,30.0,4,4,0,2,5,5,1,0,0,0,0,1,0,0
143.0,5.0,11.0,7.0,4,4,0,2,9,35,1,0,0,0,0,1,0,0
164.0,5.0,9.0,18.0,4,4,0,1,2,20,1,0,0,0,0,0,0,0
766.0,26.0,39.0,78.0,4,2,0,2,3,35,1,0,1,0,0,1,1,0
562.0,37.0,19.0,60.0,4,2,0,2,0,5,1,0,1,0,0,0,0,0
287.0,7.0,15.0,32.0,4,4,0,2,9,35,1,0,0,0,0,1,0,0
321.0,5.0,12.0,50.0,4,4,0,2,1,20,1,0,0,0,0,0,0,0
57.0,3.0,1.0,10.0,4,4,0,2,9,35,1,0,0,0,0,1,1,0
144.0,3.0,10.0,11.0,4,4,0,2,1,40,1,0,1,0,0,0,0,0
190.0,4.0,7.0,29.0,4,4,0,2,0,0,1,1,0,0,0,1,1,1
353.0,3.0,16.0,51.0,4,4,0,2,9,40,1,0,0,0,0,1,0,0
396.0,6.0,22.0,46.0,4,4,0,2,5,25,1,0,0,0,0,1,0,0
156.0,1.0,9.0,19.0,4,6,0,1,9,135,1,0,0,0,0,1,1,1
190.0,2.0,0.0,45.0,4,4,1,2,0,5,1,0,0,0,0,0,1,0
73.0,3.0,4.0,8.0,4,4,1,2,9,0,1,0,0,0,0,1,0,0
440.0,5.0,36.0,24.0,4,1,0,2,2,250,0,0,0,0,0,1,0,0
266.0,3.0,11.0,40.0,4,1,0,2,0,15,0,1,0,0,0,1,1,1
417.0,13.0,39.0,6.0,4,2,0,2,10,10,1,0,1,0,0,1,0,0
235.0,6.0,5.0,40.0,4,2,0,2,0,20,0,0,0,0,0,0,1,0
347.0,7.0,25.0,24.0,4,1,0,2,0,275,0,0,0,0,0,1,0,0
500.0,26.0,31.0,28.0,1,2,0,2,4,165,0,0,1,1,0,0,0,0
313.0,7.0,5.0,59.0,4,4,0,2,1,30,1,0,0,0,0,0,1,0
210.0,2.0,10.0,28.0,4,1,0,2,0,25,0,0,0,0,0,0,1,0
315.0,4.0,24.0,22.0,4,1,0,2,2,540,0,0,0,0,0,1,0,0
209.0,2.0,8.0,33.0,4,1,0,2,0,0,0,1,0,0,0,0,1,0
307.0,3.0,9.0,56.0,4,1,0,2,0,55,0,1,0,0,0,0,1,0
66.0,1.0,1.0,14.0,4,4,0,2,2,255,1,1,1,0,0,0,0,0
180.0,27.0,5.0,6.0,3,0,0,2,2,155,0,0,1,0,0,0,0,0
63.0,2.0,1.0,12.0,4,2,0,1,0,20,0,0,0,0,0,0,1,0
222.0,9.0,10.0,24.0,0,6,1,2,3,0,1,0,0,0,0,0,0,0
134.0,1.0,8.0,16.0,4,1,0,2,0,25,0,0,0,0,0,0,0,0
300.0,5.0,11.0,46.0,4,1,0,2,0,130,0,1,0,0,0,1,1,0
355.0,3.0,17.0,50.0,4,1,0,2,0,10,0,1,0,0,0,0,1,0
381.0,25.0,30.0,1.0,4,6,1,2,4,25,0,0,0,1,0,0,0,0
76.0,3.0,6.0,2.0,3,0,0,2,7,30,1,0,0,1,0,1,0,0
601.0,38.0,45.0,12.0,2,3,0,2,6,20,1,1,1,0,0,1,0,0
280.0,7.0,4.0,54.0,3,4,1,2,3,45,1,0,0,0,0,0,1,0
489.0,16.0,23.0,58.0,4,3,0,2,1,5,1,0,0,0,0,1,0,1
300.0,7.0,11.0,45.0,4,4,0,2,1,25,1,0,0,0,0,0,0,0
579.0,34.0,48.0,2.0,1,2,1,2,0,25,0,0,1,0,0,1,0,0
172.0,1.0,14.0,12.0,4,4,0,2,6,10,1,0,0,0,0,0,0,1
199.0,26.0,4.0,16.0,2,3,0,2,6,15,1,0,0,1,1,0,0,0
119.0,18.0,4.0,3.0,2,2,0,2,6,10,1,0,0,1,0,0,0,0
134.0,3.0,6.0,17.0,0,6,0,2,0,25,0,0,0,0,0,1,1,0
311.0,6.0,14.0,40.0,4,6,1,2,0,35,0,0,0,0,0,1,1,0
158.0,2.0,6.0,24.0,4,1,0,2,0,270,0,0,0,0,0,0,1,0
815.0,108.0,39.0,3.0,4,2,0,2,0,230,1,0,1,0,0,0,1,0
600.0,9.0,22.0,95.0,4,4,0,2,2,15,0,0,0,0,0,0,0,0
163.0,21.0,6.0,4.0,3,0,0,2,0,200,0,0,1,0,0,0,0,0
299.0,18.0,10.0,33.0,2,5,0,2,1,0,1,0,1,0,0,1,0,0
94.0,2.0,8.0,7.0,3,0,0,2,1,20,1,1,0,0,0,0,0,0
558.0,38.0,38.0,13.0,4,2,0,2,4,30,1,0,1,0,0,0,1,0
242.0,8.0,14.0,23.0,3,0,0,2,0,10,0,0,1,0,0,0,0,0
668.0,40.0,33.0,51.0,4,2,0,2,0,10,0,0,1,0,0,1,0,0
778.0,54.0,44.0,41.0,4,2,0,2,0,55,1,0,1,0,1,1,1,0
381.0,14.0,24.0,28.0,4,2,0,2,9,50,1,0,1,0,0,0,1,0
640.0,27.0,38.0,45.0,4,2,0,2,2,160,1,0,1,0,0,1,1,0
530.0,22.0,35.0,31.0,4,2,0,2,0,40,1,0,1,0,0,1,0,0
861.0,35.0,51.0,63.0,1,2,0,2,0,120,1,0,1,0,0,0,1,0
412.0,27.0,15.0,46.0,4,2,0,2,0,198,1,0,1,0,1,1,0,0
107.0,7.0,8.0,2.0,4,2,0,2,2,40,1,0,1,0,0,1,1,0
649.0,32.0,30.0,59.0,4,2,0,2,0,25,1,0,1,0,1,1,0,0
264.0,15.0,15.0,19.0,4,2,0,2,10,520,1,0,1,0,0,0,0,0
986.0,45.0,61.0,65.0,2,2,0,2,0,50,1,0,1,0,0,1,1,0
701.0,38.0,26.0,77.0,4,2,0,2,0,0,0,0,1,0,0,1,0,0
781.0,44.0,32.0,78.0,4,2,0,2,0,40,1,0,1,0,0,1,1,0
256.0,17.0,11.0,23.0,2,5,0,2,1,0,1,0,1,0,0,0,1,0
375.0,20.0,19.0,32.0,4,6,0,2,3,30,1,1,1,0,0,1,1,0
733.0,39.0,37.0,58.0,4,2,0,2,0,0,0,0,1,0,0,1,0,0
768.0,36.0,34.0,75.0,2,2,0,2,0,0,1,0,1,0,0,1,0,0
56.0,3.0,3.0,4.0,3,0,0,2,0,50,1,0,1,0,0,0,0,0
400.0,21.0,10.0,46.0,3,2,0,2,0,10,1,0,1,0,0,1,0,0
427.0,17.0,35.0,9.0,3,2,0,2,1,545,0,0,1,0,1,0,0,0
416.0,25.0,15.0,44.0,4,6,0,2,0,15,1,0,0,0,0,1,0,0
661.0,26.0,27.0,78.0,4,2,0,2,3,165,1,0,0,0,0,1,1,0
182.0,5.0,16.0,7.0,3,0,0,2,0,30,1,0,1,0,0,1,0,0
230.0,11.0,7.0,33.0,4,2,0,2,4,40,1,0,0,0,0,0,0,0
154.0,10.0,2.0,28.0,4,5,0,1,6,5,1,0,0,0,0,0,0,0
385.0,24.0,18.0,40.0,4,2,0,1,0,25,1,0,0,0,0,1,0,0
359.0,23.0,8.0,58.0,4,2,0,1,0,55,1,0,0,0,0,1,1,0
463.0,5.0,24.0,60.0,4,1,0,2,0,550,0,1,1,0,0,0,0,1
669.0,36.0,27.0,73.0,4,2,0,1,0,50,1,0,0,0,1,1,0,0
523.0,10.0,38.0,38.0,4,2,0,1,0,147,1,0,0,0,1,1,0,0
302.0,18.0,6.0,45.0,4,2,0,1,0,55,1,0,1,0,0,0,1,0
26.0,1.0,2.0,2.0,3,0,0,2,0,40,1,0,0,0,1,1,0,1
283.0,14.0,19.0,17.0,4,2,0,1,0,5,1,0,0,0,1,1,0,0
362.0,22.0,23.0,16.0,4,2,0,2,0,10,0,0,1,0,0,0,1,0
376.0,34.0,21.0,11.0,4,2,0,2,0,30,0,0,1,0,0,1,0,0
489.0,23.0,21.0,54.0,4,2,0,2,0,0,1,0,1,0,0,1,0,0
759.0,41.0,52.0,32.0,2,2,0,2,5,15,0,0,1,0,0,1,1,0
464.0,37.0,23.0,27.0,4,2,0,2,0,15,1,0,1,0,0,0,1,0
516.0,47.0,20.0,38.0,4,2,0,2,0,0,1,0,1,0,0,1,1,0
302.0,25.0,16.0,15.0,4,2,0,2,3,30,1,0,1,0,0,0,0,0
409.0,28.0,13.0,45.0,4,2,0,2,0,55,1,1,1,0,1,1,0,0
365.0,30.0,22.0,12.0,4,2,0,2,0,35,1,0,1,0,1,0,0,0
387.0,34.0,21.0,13.0,4,2,0,2,0,25,1,0,1,0,0,0,0,0
232.0,24.0,14.0,3.0,4,2,1,2,4,0,1,0,1,0,1,0,1,0
413.0,18.0,28.0,23.0,4,2,0,2,0,150,1,0,1,0,0,1,0,0
640.0,30.0,50.0,15.0,4,2,0,2,0,10,1,0,1,0,0,1,1,0
593.0,39.0,32.0,37.0,4,2,0,2,0,125,1,1,1,0,0,1,0,0
102.0,6.0,6.0,6.0,4,6,0,2,1,160,1,0,1,0,1,0,0,0
512.0,28.0,31.0,30.0,4,2,0,2,0,15,1,0,1,0,0,1,1,0
450.0,37.0,28.0,14.0,4,5,0,2,3,0,1,0,1,0,0,0,0,0
329.0,12.0,12.0,47.0,2,4,0,2,6,140,1,1,0,0,0,0,0,0
451.0,7.0,24.0,55.0,2,4,0,2,1,0,1,1,0,0,0,1,1,0
466.0,34.0,25.0,26.0,4,2,0,2,0,55,1,0,0,1,0,0,1,0
222.0,29.0,6.0,7.0,4,2,1,2,3,50,1,0,1,0,0,0,0,0
141.0,1.0,14.0,4.0,4,4,0,2,6,10,0,0,0,0,0,0,0,0
533.0,23.0,32.0,41.0,1,2,1,2,0,55,1,1,1,0,0,1,0,0
462.0,18.0,20.0,52.0,2,3,0,2,1,1,1,0,1,0,0,1,0,0
336.0,36.0,11.0,27.0,4,2,1,2,0,20,1,0,1,0,0,0,0,0
841.0,68.0,56.0,14.0,4,2,0,2,6,410,0,0,1,0,0,0,0,0
144.0,5.0,12.0,7.0,3,0,0,2,2,20,1,1,0,0,1,1,0,0
403.0,22.0,16.0,42.0,3,0,0,2,0,25,1,1,1,0,0,1,0,0
